Wave long;Wave short
3026.28516;2681.00168393895
3025.43066;2678.5093363023
3024.57617;2676.01698866564
3023.7207;2673.52464102899
3022.86621;2671.03229339233
3022.01074;2668.53994575568
3021.15625;2666.04759811902
3020.30078;2663.55525048236
3019.44531;2661.06290284571
3018.58887;2658.57055520905
3017.7334;2656.0782075724
3016.87793;2653.58585993574
3016.02148;2651.09351229909
3015.16504;2648.60116466243
3014.30859;2646.10881702577
3013.45215;2643.61646938912
3012.5957;2641.12412175246
3011.73926;2638.63177411581
3010.88184;2636.13942647915
3010.02539;2633.6470788425
3009.16797;2631.15473120584
3008.31055;2628.66238356918
3007.45313;2626.17003593253
3006.5957;2623.67768829587
3005.73828;2621.18534065922
3004.87988;2618.69299302256
3004.02148;2616.20064538591
3003.16406;2613.70829774925
3002.30566;2611.21595011259
3001.44727;2608.72360247594
3000.58887;2606.23125483928
2999.72949;2603.73890720263
2998.87109;2601.24655956597
2998.01172;2598.75421192932
2997.15332;2596.26186429266
2996.29395;2593.769516656
2995.43457;2591.27716901935
2994.57422;2588.78482138269
2993.71484;2586.29247374604
2992.85547;2583.80012610938
2991.99512;2581.30777847273
2991.13477;2578.81543083607
2990.27539;2576.32308319941
2989.41504;2573.83073556276
2988.55371;2571.3383879261
2987.69336;2568.84604028945
2986.83301;2566.35369265279
2985.97168;2563.86134501614
2985.11035;2561.36899737948
2984.24902;2558.87664974282
2983.3877;2556.38430210617
2982.52637;2553.89195446951
2981.66504;2551.39960683286
2980.80371;2548.9072591962
2979.94141;2546.41491155955
2979.0791;2543.92256392289
2978.2168;2541.43021628623
2977.35449;2538.93786864958
2976.49219;2536.44552101292
2975.62988;2533.95317337627
2974.76758;2531.46082573961
2973.9043;2528.96847810296
2973.04102;2526.4761304663
2972.17773;2523.98378282964
2971.31445;2521.49143519299
2970.45117;2518.99908755633
2969.58789;2516.50673991968
2968.72461;2514.01439228302
2967.86035;2511.52204464636
2966.99609;2509.02969700971
2966.13184;2506.53734937305
2965.26758;2504.0450017364
2964.40332;2501.55265409974
2963.53906;2499.06030646309
2962.67481;2496.56795882643
2961.80957;2494.07561118977
2960.94434;2491.58326355312
2960.0791;2489.09091591646
2959.21387;2486.59856827981
2958.34863;2484.10622064315
2957.4834;2481.6138730065
2956.61816;2479.12152536984
2955.75195;2476.62917773318
2954.88574;2474.13683009653
2954.01953;2471.64448245987
2953.15332;2469.15213482322
2952.28711;2466.65978718656
2951.4209;2464.16743954991
2950.55469;2461.67509191325
2949.6875;2459.18274427659
2948.82031;2456.69039663994
2947.95313;2454.19804900328
2947.08594;2451.70570136663
2946.21875;2449.21335372997
2945.35156;2446.72100609332
2944.48438;2444.22865845666
2943.61621;2441.73631082
2942.74805;2439.24396318335
2941.87988;2436.75161554669
2941.01172;2434.25926791004
2940.14356;2431.76692027338
2939.27539;2429.27457263673
2938.40625;2426.78222500007
2937.53809;2424.28987736341
2936.66895;2421.79752972676
2935.79981;2419.3051820901
2934.93066;2416.81283445345
2934.06152;2414.32048681679
2933.19238;2411.82813918014
2932.32227;2409.33579154348
2931.45313;2406.84344390682
2930.58301;2404.35109627017
2929.71289;2401.85874863351
2928.84277;2399.36640099686
2927.97266;2396.8740533602
2927.10254;2394.38170572355
2926.23145;2391.88935808689
2925.36133;2389.39701045023
2924.49023;2386.90466281358
2923.61914;2384.41231517692
2922.74805;2381.91996754027
2921.87695;2379.42761990361
2921.00586;2376.93527226696
2920.13379;2374.4429246303
2919.2627;2371.95057699364
2918.39063;2369.45822935699
2917.51856;2366.96588172033
2916.64648;2364.47353408368
2915.77441;2361.98118644702
2914.90137;2359.48883881037
2914.0293;2356.99649117371
2913.15625;2354.50414353705
2912.28418;2352.0117959004
2911.41113;2349.51944826374
2910.53809;2347.02710062709
2909.66406;2344.53475299043
2908.79102;2342.04240535378
2907.91797;2339.55005771712
2907.04395;2337.05771008046
2906.16992;2334.56536244381
2905.2959;2332.07301480715
2904.42188;2329.5806671705
2903.54785;2327.08831953384
2902.67383;2324.59597189719
2901.79883;2322.10362426053
2900.92481;2319.61127662387
2900.04981;2317.11892898722
2899.17481;2314.62658135056
2898.29981;2312.13423371391
2897.42481;2309.64188607725
2896.54883;2307.1495384406
2895.67383;2304.65719080394
2894.79785;2302.16484316728
2893.92188;2299.67249553063
2893.0459;2297.18014789397
2892.16992;2294.68780025732
2891.29395;2292.19545262066
2890.41797;2289.70310498401
2889.54102;2287.21075734735
2888.66504;2284.71840971069
2887.78809;2282.22606207404
2886.91113;2279.73371443738
2886.03418;2277.24136680073
2885.15625;2274.74901916407
2884.2793;2272.25667152742
2883.40234;2269.76432389076
2882.52441;2267.2719762541
2881.64648;2264.77962861745
2880.76856;2262.28728098079
2879.89063;2259.79493334414
2879.0127;2257.30258570748
2878.13379;2254.81023807083
2877.25586;2252.31789043417
2876.37695;2249.82554279751
2875.49805;2247.33319516086
2874.61914;2244.8408475242
2873.74023;2242.34849988755
2872.86133;2239.85615225089
2871.98145;2237.36380461424
2871.10254;2234.87145697758
2870.22266;2232.37910934092
2869.34277;2229.88676170427
2868.46289;2227.39441406761
2867.58301;2224.90206643096
2866.70313;2222.4097187943
2865.82227;2219.91737115765
2864.94238;2217.42502352099
2864.06152;2214.93267588433
2863.18066;2212.44032824768
2862.29981;2209.94798061102
2861.41895;2207.45563297437
2860.53809;2204.96328533771
2859.65625;2202.47093770106
2858.77539;2199.9785900644
2857.89356;2197.48624242774
2857.01172;2194.99389479109
2856.12988;2192.50154715443
2855.24805;2190.00919951778
2854.36523;2187.51685188112
2853.4834;2185.02450424447
2852.60059;2182.53215660781
2851.71875;2180.03980897115
2850.83594;2177.5474613345
2849.95313;2175.05511369784
2849.06934;2172.56276606119
2848.18652;2170.07041842453
2847.30371;2167.57807078788
2846.41992;2165.08572315122
2845.53613;2162.59337551456
2844.65234;2160.10102787791
2843.76856;2157.60868024125
2842.88477;2155.1163326046
2842;2152.62398496794
2841.11621;2150.13163733129
2840.23145;2147.63928969463
2839.34668;2145.14694205797
2838.46191;2142.65459442132
2837.57715;2140.16224678466
2836.69238;2137.66989914801
2835.80762;2135.17755151135
2834.92188;2132.6852038747
2834.03613;2130.19285623804
2833.15137;2127.70050860138
2832.26563;2125.20816096473
2831.37891;2122.71581332807
2830.49316;2120.22346569142
2829.60742;2117.73111805476
2828.7207;2115.23877041811
2827.83398;2112.74642278145
2826.94824;2110.25407514479
2826.06152;2107.76172750814
2825.17383;2105.26937987148
2824.28711;2102.77703223483
2823.40039;2100.28468459817
2822.5127;2097.79233696152
2821.625;2095.29998932486
2820.73731;2092.8076416882
2819.84961;2090.31529405155
2818.96191;2087.82294641489
2818.07422;2085.33059877824
2817.18555;2082.83825114158
2816.29785;2080.34590350492
2815.40918;2077.85355586827
2814.52051;2075.36120823161
2813.63184;2072.86886059496
2812.74316;2070.3765129583
2811.85352;2067.88416532165
2810.96484;2065.39181768499
2810.0752;2062.89947004833
2809.18555;2060.40712241168
2808.2959;2057.91477477502
2807.40625;2055.42242713837
2806.5166;2052.93007950171
2805.62695;2050.43773186506
2804.73633;2047.9453842284
2803.8457;2045.45303659174
2802.95508;2042.96068895509
2802.06445;2040.46834131843
2801.17383;2037.97599368178
2800.2832;2035.48364604512
2799.39258;2032.99129840846
2798.50098;2030.49895077181
2797.60938;2028.00660313515
2796.71777;2025.5142554985
2795.82617;2023.02190786184
2794.93457;2020.52956022518
2794.04297;2018.03721258853
2793.15039;2015.54486495187
2792.25879;2013.05251731522
2791.36621;2010.56016967856
2790.47363;2008.06782204191
2789.58106;2005.57547440525
2788.68848;2003.08312676859
2787.7959;2000.59077913194
2786.90234;1998.09843149528
2786.00879;1995.60608385863
2785.11621;1993.11373622197
2784.22266;1990.62138858531
2783.3291;1988.12904094866
2782.43457;1985.636693312
2781.54102;1983.14434567535
2780.64648;1980.65199803869
2779.75293;1978.15965040203
2778.8584;1975.66730276538
2777.96387;1973.17495512872
2777.06934;1970.68260749207
2776.17383;1968.19025985541
2775.2793;1965.69791221875
2774.38379;1963.2055645821
2773.48926;1960.71321694544
2772.59375;1958.22086930879
2771.69824;1955.72852167213
2770.80273;1953.23617403547
2769.90625;1950.74382639882
2769.01074;1948.25147876216
2768.11426;1945.75913112551
2767.21777;1943.26678348885
2766.32129;1940.77443585219
2765.42481;1938.28208821554
2764.52832;1935.78974057888
2763.63184;1933.29739294223
2762.73438;1930.80504530557
2761.83789;1928.31269766891
2760.94043;1925.82035003226
2760.04297;1923.3280023956
2759.14551;1920.83565475895
2758.24805;1918.34330712229
2757.34961;1915.85095948564
2756.45215;1913.35861184898
2755.55371;1910.86626421232
2754.65527;1908.37391657567
2753.75684;1905.88156893901
2752.8584;1903.38922130236
2751.95996;1900.8968736657
2751.06055;1898.40452602904
2750.16211;1895.91217839239
2749.2627;1893.41983075573
2748.36328;1890.92748311908
2747.46387;1888.43513548242
2746.56445;1885.94278784576
2745.66406;1883.45044020911
2744.76465;1880.95809257245
2743.86426;1878.4657449358
2742.96387;1875.97339729914
2742.06445;1873.48104966248
2741.16309;1870.98870202583
2740.2627;1868.49635438917
2739.36231;1866.00400675252
2738.46094;1863.51165911586
2737.56055;1861.0193114792
2736.65918;1858.52696384255
2735.75781;1856.03461620589
2734.85645;1853.54226856924
2733.9541;1851.04992093258
2733.05273;1848.55757329592
2732.15039;1846.06522565927
2731.24902;1843.57287802261
2730.34668;1841.08053038596
2729.44434;1838.5881827493
2728.54199;1836.09583511264
2727.63867;1833.60348747599
2726.73633;1831.11113983933
2725.83301;1828.61879220268
2724.92969;1826.12644456602
2724.02637;1823.63409692936
2723.12305;1821.14174929271
2722.21973;1818.64940165605
2721.31641;1816.1570540194
2720.41211;1813.66470638274
2719.50781;1811.17235874609
2718.60449;1808.68001110943
2717.7002;1806.18766347277
2716.7959;1803.69531583612
2715.89063;1801.20296819946
2714.98633;1798.71062056281
2714.08106;1796.21827292615
2713.17578;1793.72592528949
2712.27148;1791.23357765284
2711.36621;1788.74123001618
2710.45996;1786.24888237953
2709.55469;1783.75653474287
2708.64941;1781.26418710621
2707.74316;1778.77183946956
2706.83691;1776.2794918329
2705.93066;1773.78714419625
2705.02441;1771.29479655959
2704.11816;1768.80244892293
2703.21191;1766.31010128628
2702.30469;1763.81775364962
2701.39746;1761.32540601297
2700.49023;1758.83305837631
2699.58301;1756.34071073965
2698.67578;1753.848363103
2697.76856;1751.35601546634
2696.86133;1748.86366782969
2695.95313;1746.37132019303
2695.04492;1743.87897255637
2694.13672;1741.38662491972
2693.22852;1738.89427728306
2692.32031;1736.40192964641
2691.41211;1733.90958200975
2690.50293;1731.41723437309
2689.59473;1728.92488673644
2688.68555;1726.43253909978
2687.77637;1723.94019146313
2686.86719;1721.44784382647
2685.95801;1718.95549618981
2685.04785;1716.46314855316
2684.13867;1713.9708009165
2683.22852;1711.47845327985
2682.31836;1708.98610564319
2681.4082;1706.49375800654
2680.49805;1704.00141036988
2679.58789;1701.50906273322
2678.67676;1699.01671509657
2677.7666;1696.52436745991
2676.85547;1694.03201982326
2675.94434;1691.5396721866
2675.0332;1689.04732454994
2674.12207;1686.55497691329
2673.20996;1684.06262927663
2672.29883;1681.57028163998
2671.38672;1679.07793400332
2670.47461;1676.58558636666
2669.5625;1674.09323873001
2668.65039;1671.60089109335
2667.73828;1669.1085434567
2666.8252;1666.61619582004
2665.91309;1664.12384818338
2665;1661.63150054673
2664.08691;1659.13915291007
2663.17383;1656.64680527342
2662.26074;1654.15445763676
2661.34766;1651.6621100001
2660.43359;1649.16976236345
2659.52051;1646.67741472679
2658.60645;1644.18506709014
2657.69238;1641.69271945348
2656.77832;1639.20037181682
2655.86426;1636.70802418017
2654.94922;1634.21567654351
2654.03516;1631.72332890686
2653.12012;1629.2309812702
2652.20508;1626.73863363354
2651.29004;1624.24628599689
2650.375;1621.75393836023
2649.45996;1619.26159072358
2648.54395;1616.76924308692
2647.62793;1614.27689545027
2646.71289;1611.78454781361
2645.79688;1609.29220017695
2644.88086;1606.7998525403
2643.96387;1604.30750490364
2643.04785;1601.81515726699
2642.13184;1599.32280963033
2641.21484;1596.83046199367
2640.29785;1594.33811435702
2639.38086;1591.84576672036
2638.46387;1589.35341908371
2637.54688;1586.86107144705
2636.62891;1584.36872381039
2635.71191;1581.87637617374
2634.79395;1579.38402853708
2633.87598;1576.89168090043
2632.95801;1574.39933326377
2632.04004;1571.90698562711
2631.12109;1569.41463799046
2630.20313;1566.9222903538
2629.28418;1564.42994271715
2628.36523;1561.93759508049
2627.44629;1559.44524744383
2626.52734;1556.95289980718
2625.6084;1554.46055217052
2624.68945;1551.96820453387
2623.76953;1549.47585689721
2622.84961;1546.98350926055
2621.92969;1544.4911616239
2621.00977;1541.99881398724
2620.08984;1539.50646635059
2619.16992;1537.01411871393
2618.24902;1534.52177107727
2617.3291;1532.02942344062
2616.4082;1529.53707580396
2615.48731;1527.04472816731
2614.56641;1524.55238053065
2613.64453;1522.06003289399
2612.72363;1519.56768525734
2611.80176;1517.07533762068
2610.88086;1514.58298998403
2609.95898;1512.09064234737
2609.03711;1509.59829471072
2608.11523;1507.10594707406
2607.19238;1504.6135994374
2606.27051;1502.12125180075
2605.34766;1499.62890416409
2604.42481;1497.13655652744
2603.50195;1494.64420889078
2602.5791;1492.15186125412
2601.65625;1489.65951361747
2600.7334;1487.16716598081
2599.80957;1484.67481834416
2598.88574;1482.1824707075
2597.96191;1479.69012307084
2597.03809;1477.19777543419
2596.11426;1474.70542779753
2595.19043;1472.21308016088
2594.26563;1469.72073252422
2593.3418;1467.22838488756
2592.41699;1464.73603725091
2591.49219;1462.24368961425
2590.56738;1459.7513419776
2589.64258;1457.25899434094
2588.7168;1454.76664670428
2587.79199;1452.27429906763
2586.86621;1449.78195143097
2585.94043;1447.28960379432
2585.01465;1444.79725615766
2584.08887;1442.304908521
2583.16309;1439.81256088435
2582.23633;1437.32021324769
2581.30957;1434.82786561104
2580.38379;1432.33551797438
2579.45703;1429.84317033772
2578.53027;1427.35082270107
2577.60254;1424.85847506441
2576.67578;1422.36612742776
2575.74805;1419.8737797911
2574.82129;1417.38143215445
2573.89356;1414.88908451779
2572.96582;1412.39673688113
2572.03711;1409.90438924448
2571.10938;1407.41204160782
2570.18164;1404.91969397117
2569.25293;1402.42734633451
2568.32422;1399.93499869785
2567.39551;1397.4426510612
2566.4668;1394.95030342454
2565.53809;1392.45795578789
2564.6084;1389.96560815123
2563.67969;1387.47326051457
2562.75;1384.98091287792
2561.82031;1382.48856524126
2560.89063;1379.99621760461
2559.96094;1377.50386996795
2559.03125;1375.01152233129
2558.10059;1372.51917469464
2557.16992;1370.02682705798
2556.24023;1367.53447942133
2555.30957;1365.04213178467
2554.37793;1362.54978414801
2553.44727;1360.05743651136
2552.5166;1357.5650888747
2551.58496;1355.07274123805
2550.65332;1352.58039360139
2549.72168;1350.08804596473
2548.79004;1347.59569832808
2547.8584;1345.10335069142
2546.92676;1342.61100305477
2545.99414;1340.11865541811
2545.0625;1337.62630778145
2544.12988;1335.1339601448
2543.19727;1332.64161250814
2542.26465;1330.14926487149
2541.33106;1327.65691723483
2540.39844;1325.16456959817
2539.46484;1322.67222196152
2538.53125;1320.17987432486
2537.59863;1317.68752668821
2536.66406;1315.19517905155
2535.73047;1312.7028314149
2534.79688;1310.21048377824
2533.86231;1307.71813614158
2532.92871;1305.22578850493
2531.99414;1302.73344086827
2531.05957;1300.24109323162
2530.125;1297.74874559496
2529.18945;1295.2563979583
2528.25488;1292.76405032165
2527.31934;1290.27170268499
2526.38379;1287.77935504834
2525.44824;1285.28700741168
2524.5127;1282.79465977502
2523.57715;1280.30231213837
2522.6416;1277.80996450171
2521.70508;1275.31761686506
2520.76856;1272.8252692284
2519.83203;1270.33292159174
2518.89551;1267.84057395509
2517.95898;1265.34822631843
2517.02246;1262.85587868178
2516.08496;1260.36353104512
2515.14844;1257.87118340846
2514.21094;1255.37883577181
2513.27344;1252.88648813515
2512.33594;1250.3941404985
2511.39746;1247.90179286184
2510.45996;1245.40944522518
2509.52148;1242.91709758853
2508.58398;1240.42474995187
2507.64551;1237.93240231522
2506.70703;1235.44005467856
2505.76758;1232.9477070419
2504.8291;1230.45535940525
2503.88965;1227.96301176859
2502.95117;1225.47066413194
2502.01172;1222.97831649528
2501.07227;1220.48596885863
2500.13281;1217.99362122197
2499.19238;1215.50127358531
2498.25293;1213.00892594866
2497.3125;1210.516578312
2496.37207;1208.02423067535
2495.43164;1205.53188303869
2494.49121;1203.03953540203
2493.55078;1200.54718776538
2492.61035;1198.05484012872
2491.66895;1195.56249249207
2490.72754;1193.07014485541
2489.78613;1190.57779721875
2488.84473;1188.0854495821
2487.90332;1185.59310194544
2486.96191;1183.10075430879
2486.01953;1180.60840667213
2485.07813;1178.11605903547
2484.13574;1175.62371139882
2483.19336;1173.13136376216
2482.25098;1170.63901612551
2481.30762;1168.14666848885
2480.36523;1165.65432085219
2479.42188;1163.16197321554
2478.47852;1160.66962557888
2477.53613;1158.17727794223
2476.5918;1155.68493030557
2475.64844;1153.19258266891
2474.70508;1150.70023503226
2473.76074;1148.2078873956
2472.81641;1145.71553975895
2471.87305;1143.22319212229
2470.92871;1140.73084448563
2469.9834;1138.23849684898
2469.03906;1135.74614921232
2468.09375;1133.25380157567
2467.14941;1130.76145393901
2466.2041;1128.26910630235
2465.25879;1125.7767586657
2464.31348;1123.28441102904
2463.36816;1120.79206339239
2462.42188;1118.29971575573
2461.47559;1115.80736811908
2460.53027;1113.31502048242
2459.58398;1110.82267284576
2458.6377;1108.33032520911
2457.69043;1105.83797757245
2456.74414;1103.3456299358
2455.79688;1100.85328229914
2454.85059;1098.36093466248
2453.90332;1095.86858702583
2452.95606;1093.37623938917
2452.00879;1090.88389175252
2451.06055;1088.39154411586
2450.11328;1085.8991964792
2449.16504;1083.40684884255
2448.2168;1080.91450120589
2447.26856;1078.42215356924
2446.32031;1075.92980593258
2445.37207;1073.43745829592
2444.42285;1070.94511065927
2443.47461;1068.45276302261
2442.52539;1065.96041538596
2441.57617;1063.4680677493
2440.62695;1060.97572011264
2439.67773;1058.48337247599
2438.72754;1055.99102483933
2437.77832;1053.49867720268
2436.82813;1051.00632956602
2435.87793;1048.51398192936
2434.92773;1046.02163429271
2433.97754;1043.52928665605
2433.02637;1041.0369390194
2432.07617;1038.54459138274
2431.125;1036.05224374608
2430.17383;1033.55989610943
2429.22266;1031.06754847277
2428.27148;1028.57520083612
2427.32031;1026.08285319946
2426.36816;1023.5905055628
2425.41699;1021.09815792615
2424.46484;1018.60581028949
2423.5127;1016.11346265284
2422.56055;1013.62111501618
2421.60742;1011.12876737953
2420.65527;1008.63641974287
2419.70215;1006.14407210621
2418.75;1003.65172446956
2417.79688;1001.1593768329
2416.84375;998.667029196245
2415.88965;996.17468155959
2414.93652;993.682333922934
2413.98242;991.189986286278
2413.0293;988.697638649622
2412.0752;986.205291012966
2411.12109;983.71294337631
2410.16699;981.220595739654
2409.21191;978.728248102998
2408.25781;976.235900466342
2407.30273;973.743552829686
2406.34766;971.25120519303
2405.39258;968.758857556374
2404.4375;966.266509919718
2403.48242;963.774162283062
2402.52637;961.281814646406
2401.57129;958.78946700975
2400.61523;956.297119373094
2399.65918;953.804771736438
2398.70313;951.312424099782
2397.74609;948.820076463126
2396.79102;946.327728826471
2395.83398;943.835381189815
2394.87695;941.343033553159
2393.91992;938.850685916503
2392.96289;936.358338279847
2392.00586;933.865990643191
2391.04883;931.373643006535
2390.08984;928.881295369879
2389.13281;926.388947733223
2388.17578;923.896600096567
2387.2168;921.404252459911
2386.25781;918.911904823255
2385.30078;916.419557186599
2384.3418;913.927209549943
2383.38281;911.434861913287
2382.42383;908.942514276631
2381.46484;906.450166639975
2380.50586;903.957819003319
2379.54688;901.465471366663
2378.58789;898.973123730008
2377.62891;896.480776093352
2376.66797;893.988428456696
2375.70898;891.49608082004
2374.74805;889.003733183384
2373.78711;886.511385546728
2372.82813;884.019037910072
2371.86719;881.526690273416
2370.90625;879.03434263676
2369.94531;876.541995000104
2368.98438;874.049647363448
2368.02344;871.557299726792
2367.0625;869.064952090136
2366.09961;866.57260445348
2365.13867;864.080256816824
2364.17773;861.587909180168
2363.21484;859.095561543512
2362.25391;856.603213906856
2361.29102;854.1108662702
2360.32813;851.618518633544
2359.36523;849.126170996889
2358.40234;846.633823360233
2357.43945;844.141475723577
2356.47656;841.649128086921
2355.51367;839.156780450265
2354.55078;836.664432813609
2353.58594;834.172085176953
2352.62305;831.679737540297
2351.66016;829.187389903641
2350.69531;826.695042266985
2349.73047;824.202694630329
2348.76758;821.710346993673
2347.80273;819.217999357017
2346.83789;816.725651720361
2345.87305;814.233304083705
2344.9082;811.740956447049
2343.94336;809.248608810393
2342.97852;806.756261173737
2342.01172;804.263913537081
2341.04688;801.771565900425
2340.08008;799.27921826377
2339.11523;796.786870627114
2338.14844;794.294522990458
2337.18359;791.802175353802
2336.2168;789.309827717146
2335.25;786.81748008049
2334.2832;784.325132443834
2333.31641;781.832784807178
2332.34961;779.340437170522
2331.38281;776.848089533866
2330.41406;774.35574189721
2329.44727;771.863394260554
2328.48047;769.371046623898
2327.51172;766.878698987242
2326.54492;764.386351350586
2325.57617;761.89400371393
2324.60742;759.401656077274
2323.63867;756.909308440618
2322.66992;754.416960803962
2321.70117;751.924613167306
2320.73242;749.432265530651
2319.76367;746.939917893995
2318.79492;744.447570257339
2317.82617;741.955222620683
2316.85547;739.462874984027
2315.88672;736.970527347371
2314.91602;734.478179710715
2313.94531;731.985832074059
2312.97656;729.493484437403
2312.00586;727.001136800747
2311.03516;724.508789164091
2310.06445;722.016441527435
2309.09375;719.524093890779
2308.12305;717.031746254123
2307.15234;714.539398617467
2306.17969;712.047050980811
2305.20898;709.554703344155
2304.23828;707.062355707499
2303.26563;704.570008070843
2302.29297;702.077660434187
2301.32227;699.585312797532
2300.34961;697.092965160876
2299.37695;694.60061752422
2298.4043;692.108269887564
